Leaf	All	Syn	Mis	ORF10syn	ORF10mis
hCoV-19/USA/OH-CDC-ASC210639185/2021|EPI_ISL_8471027|2021-12-22|Unassigned	52	13	39	0	0
hCoV-19/USA/OH-CDC-QDX35869434/2022|EPI_ISL_12331624|2022-04-12|Unassigned	67	17	50	0	0
hCoV-19/USA/OH-GD-051222-6/2022|EPI_ISL_12759733|2022-04-26|BA.2.23	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX36112270/2022|EPI_ISL_12596623|2022-04-19|BA.2.23	79	20	59	0	0
hCoV-19/USA/OH-CDC-QDX36515321/2022|EPI_ISL_12768318|2022-04-29|BA.2.23	80	23	57	0	0
hCoV-19/USA/OH-CDC-QDX36515320/2022|EPI_ISL_12745525|2022-04-29|BA.2.23	80	23	57	0	0
hCoV-19/USA/OH-22AM-103CO00484/2022|EPI_ISL_12257284|2022-04-13|BA.2.23	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX36263895/2022|EPI_ISL_12659650|2022-04-24|BA.2.23	81	21	60	0	0
hCoV-19/USA/OH-CDC-ASC210755771/2022|EPI_ISL_11792446|2022-03-03|BA.2.10	82	23	59	0	0
hCoV-19/USA/OH-CDC-STM-AJ75PK4WK/2022|EPI_ISL_11342987|2022-03-01|BA.2.10	82	23	59	0	0
hCoV-19/USA/OH-CDC-ASC210737732/2022|EPI_ISL_11758430|2022-03-22|BA.2.10	84	23	61	0	0
hCoV-19/USA/OH-CDC-ASC210734989/2022|EPI_ISL_11490589|2022-03-14|BA.2.10	84	23	61	0	0
hCoV-19/USA/OH-CDC-ASC210721732/2022|EPI_ISL_12050756|2022-03-28|BA.2.10.1	85	22	63	0	0
hCoV-19/USA/OH-CDC-QDX35975562/2022|EPI_ISL_12541270|2022-04-16|BA.2.10.1	84	22	62	0	0
hCoV-19/USA/OH-CDC-LC0582446/2022|EPI_ISL_12497730|2022-04-18|BA.2.10.1	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35975577/2022|EPI_ISL_12503677|2022-04-16|BA.2.10.1	83	22	61	0	0
hCoV-19/USA/OH-CDC-QDX35975392/2022|EPI_ISL_12540683|2022-04-14|BA.2.10.1	82	21	61	0	0
hCoV-19/USA/OH-CDC-QDX35869451/2022|EPI_ISL_12331562|2022-04-12|BA.2.10.1	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX34247533/2022|EPI_ISL_11080825|2022-02-22|BA.2.10	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX34247661/2022|EPI_ISL_11081862|2022-02-23|BA.2.10	82	21	61	0	0
hCoV-19/USA/OH-CDC-ASC210694014/2022|EPI_ISL_10229462|2022-02-06|BA.2.10	80	20	60	0	0
hCoV-19/USA/OH-CDC-ASC210756257/2022|EPI_ISL_11089756|2022-03-04|BA.2.10	80	21	59	0	0
hCoV-19/USA/OH-CDC-ASC210756081/2022|EPI_ISL_11490276|2022-03-03|BA.2.10	80	21	59	0	0
hCoV-19/USA/OH-CDC-ASC210721811/2022|EPI_ISL_12052350|2022-03-31|BA.2.10	79	20	59	0	0
hCoV-19/USA/OH-CDC-STM-KP54RHTV9/2022|EPI_ISL_12740609|2022-05-06|BA.2	83	24	59	0	0
hCoV-19/USA/OH-CDC-STM-3TCGCJA8T/2022|EPI_ISL_12785867|2022-05-06|BA.2	82	21	60	0	0
hCoV-19/USA/OH-CDC-QDX35735022/2022|EPI_ISL_12264735|2022-04-08|BA.2.1	81	21	60	0	0
hCoV-19/USA/OH-CDC-LC0568111/2022|EPI_ISL_11790654|2022-03-21|BA.2.1	80	20	60	0	0
hCoV-19/USA/OH-CDC-ASC210722604/2022|EPI_ISL_12114679|2022-04-02|BA.2.1	84	24	60	0	0
hCoV-19/USA/OH-CDC-QDX35777329/2022|EPI_ISL_12273165|2022-04-09|BA.2.1	86	24	62	0	0
hCoV-19/USA/OH-CDC-QDX35734799/2022|EPI_ISL_12330219|2022-04-06|BA.2.1	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35824963/2022|EPI_ISL_12330959|2022-04-10|BA.2.1	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35624746/2022|EPI_ISL_12191555|2022-04-05|BA.2.1	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35623475/2022|EPI_ISL_12192160|2022-04-05|BA.2.32	84	22	62	0	0
hCoV-19/USA/OH-CDC-2-5903979/2022|EPI_ISL_12507686|2022-04-08|BA.2	88	22	66	0	0
hCoV-19/USA/OH-CDC-2-5904058/2022|EPI_ISL_12507672|2022-04-06|BA.2	82	23	59	0	0
hCoV-19/USA/OH-CDC-STM-TQDU7PWGE/2022|EPI_ISL_12296853|2022-04-06|BA.2	80	21	59	0	0
hCoV-19/USA/OH-CDC-2-5839346/2022|EPI_ISL_12213105|2022-03-23|BA.2	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX36219701/2022|EPI_ISL_12612058|2022-04-20|BA.2.26	83	22	61	0	0
hCoV-19/USA/OH-CDC-ASC210723487/2022|EPI_ISL_12116879|2022-04-05|BA.2.26	81	21	60	0	0
hCoV-19/USA/OH-CDC-ASC210850553/2022|EPI_ISL_12115319|2022-04-03|BA.2.26	81	20	61	0	0
hCoV-19/USA/OH-22AM-105CO00628/2022|EPI_ISL_12257219|2022-04-15|BA.2.26	82	21	61	0	0
hCoV-19/USA/OH-22AM-105CO00249/2022|EPI_ISL_12257217|2022-04-15|BA.2.26	82	21	61	0	0
hCoV-19/USA/OH-IVY-W13J42L7/2022|EPI_ISL_12716316|2022-04-05|BA.2.26	81	21	60	0	0
hCoV-19/USA/OH-CDC-2-5903976/2022|EPI_ISL_12507637|2022-03-31|BA.2	80	22	58	0	0
hCoV-19/USA/OH-CDC-STM-64Q2S4RYX/2022|EPI_ISL_11086775|2022-02-28|BA.2	82	22	60	0	0
hCoV-19/USA/OH-CDC-STM-WASNAQ6AM/2022|EPI_ISL_11997712|2022-03-28|BA.2	81	22	59	0	0
hCoV-19/USA/OH-22AM-104CO00146/2022|EPI_ISL_12257303|2022-04-14|BA.2.21	84	24	60	0	0
hCoV-19/USA/OH-CDC-QDX35824314/2022|EPI_ISL_12274348|2022-04-11|BA.2.21	83	23	60	0	0
hCoV-19/USA/OH-CDC-QDX35624740/2022|EPI_ISL_12192152|2022-04-05|BA.2.21	83	23	60	0	0
hCoV-19/USA/OH-CDC-LC0621120/2022|EPI_ISL_12770475|2022-05-06|BA.4	88	21	67	0	0
hCoV-19/USA/OH-CDC-QDX35777378/2022|EPI_ISL_12264896|2022-04-10|BA.4	89	22	67	0	0
hCoV-19/USA/OH-CDC-QDX36112166/2022|EPI_ISL_12596327|2022-04-18|BA.4	88	21	67	0	0
hCoV-19/USA/OH-CDC-QDX36652622/2022|EPI_ISL_12874244|2022-05-02|BA.4	88	22	66	0	0
hCoV-19/USA/OH-CDC-QDX36065902/2022|EPI_ISL_12592810|2022-04-18|BA.4	87	21	66	0	0
hCoV-19/USA/OH-CDC-QDX35734912/2022|EPI_ISL_12264646|2022-04-07|BA.4	87	21	66	0	0
hCoV-19/USA/OH-CDC-QDX36019176/2022|EPI_ISL_12503501|2022-04-16|BA.2.18	84	23	61	0	0
hCoV-19/USA/OH-CDC-LC0609996/2022|EPI_ISL_12756307|2022-04-29|BA.2.18	82	21	61	0	0
hCoV-19/USA/OH-CDC-QDX36715760/2022|EPI_ISL_12867128|2022-05-06|BA.2.18	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX36715761/2022|EPI_ISL_12867212|2022-05-06|BA.2.18	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX36606383/2022|EPI_ISL_12788506|2022-04-27|BA.2.18	84	23	61	0	0
hCoV-19/USA/OH-CDC-QDX36406777/2022|EPI_ISL_12719420|2022-04-26|BA.2.18	83	24	59	0	0
hCoV-19/USA/OH-CDC-QDX35177073/2022|EPI_ISL_11863513|2022-03-22|BA.2.18	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX36065961/2022|EPI_ISL_12595878|2022-04-18|BA.2.18	81	22	59	0	0
hCoV-19/USA/OH-CDC-QDX36065960/2022|EPI_ISL_12596075|2022-04-18|BA.2.18	81	22	59	0	0
hCoV-19/USA/OH-CDC-QDX35825270/2022|EPI_ISL_12331480|2022-04-11|BA.2.18	81	22	59	0	0
hCoV-19/USA/OH-CDC-ASC210849576/2022|EPI_ISL_12051650|2022-03-30|BA.2.20	82	21	61	0	0
hCoV-19/USA/OH-CDC-QDX35777323/2022|EPI_ISL_12273056|2022-04-09|BA.2.20	85	23	62	0	0
hCoV-19/USA/OH-CDC-LC0618359/2022|EPI_ISL_12759042|2022-05-03|BA.2.20	83	22	61	0	0
hCoV-19/USA/OH-CDC-QDX36018949/2022|EPI_ISL_12503132|2022-04-15|BA.2.20	83	22	61	0	0
hCoV-19/USA/OH-CDC-STM-8C9P7R8YN/2022|EPI_ISL_12864231|2022-05-09|BA.2.20	82	21	61	0	0
hCoV-19/USA/OH-CDC-LC0581746/2022|EPI_ISL_12496693|2022-04-13|BA.2.20	82	21	61	0	0
hCoV-19/USA/OH-CDC-ASC210852819/2022|EPI_ISL_12117597|2022-04-06|BA.2.7	84	22	62	0	0
hCoV-19/USA/OH-CDC-QDX36219967/2022|EPI_ISL_12612541|2022-04-22|BA.2.7	83	22	61	0	0
hCoV-19/USA/OH-CDC-LC0620930/2022|EPI_ISL_12770266|2022-05-05|BA.2.7	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35975578/2022|EPI_ISL_12503385|2022-04-16|BA.2.7	82	23	59	0	0
hCoV-19/USA/OH-CDC-LC0582458/2022|EPI_ISL_12497732|2022-04-18|BA.2.7	81	22	59	0	0
hCoV-19/USA/OH-CDC-QDX36112196/2022|EPI_ISL_12596644|2022-04-19|BA.2.7	81	22	59	0	0
hCoV-19/USA/OH-CDC-LC0591167/2022|EPI_ISL_12531181|2022-04-21|BA.2.7	81	22	59	0	0
hCoV-19/USA/OH-CDC-QDX34497122/2022|EPI_ISL_11253249|2022-03-04|BA.2.7	80	21	59	0	0
hCoV-19/USA/OH-CDC-QDX36018967/2022|EPI_ISL_12503198|2022-04-15|BA.2.7	80	21	59	0	0
hCoV-19/USA/OH-CDC-QDX36018966/2022|EPI_ISL_12502986|2022-04-15|BA.2.7	80	21	59	0	0
hCoV-19/USA/OH-GD-051222-352/2022|EPI_ISL_12759458|2022-05-09|BA.2.13	85	24	61	0	0
hCoV-19/USA/OH-GD-051222-368/2022|EPI_ISL_12759613|2022-05-07|BA.2.13	84	24	60	0	0
hCoV-19/USA/OH-CDC-QDX36362208/2022|EPI_ISL_12718861|2022-04-25|BA.2.13	85	24	61	0	0
hCoV-19/USA/OH-CDC-QDX36362113/2022|EPI_ISL_12718975|2022-04-25|BA.2.13	85	25	60	0	0
hCoV-19/USA/OH-CDC-QDX36471010/2022|EPI_ISL_12745208|2022-04-28|BA.2.13	84	24	60	0	0
hCoV-19/USA/OH-CDC-QDX36652724/2022|EPI_ISL_12866709|2022-05-02|BA.2.13	82	23	59	0	0
hCoV-19/USA/OH-CDC-QDX35624651/2022|EPI_ISL_12191158|2022-04-04|BA.2.6	85	24	61	0	0
hCoV-19/USA/OH-GD-051222-13/2022|EPI_ISL_12759593|2022-04-26|BA.2.9	84	23	61	0	0
hCoV-19/USA/OH-GD-051222-37/2022|EPI_ISL_12759582|2022-04-27|BA.2.9	84	23	61	0	0
hCoV-19/USA/OH-GD-051222-320/2022|EPI_ISL_12759585|2022-05-05|BA.2.9	83	23	60	0	0
hCoV-19/USA/OH-CDC-MMB15096129/2022|EPI_ISL_12617925|2022-04-25|BA.2.9	84	23	61	0	0
hCoV-19/USA/OH-CDC-LC0590727/2022|EPI_ISL_12530659|2022-04-20|BA.2.9	81	22	59	0	0
hCoV-19/USA/OH-CDC-MMB14839980/2022|EPI_ISL_12081019|2022-03-25|BA.2.9	84	22	62	0	0
hCoV-19/USA/OH-CDC-MMB14995242/2022|EPI_ISL_12498409|2022-04-13|BA.2.9	83	24	59	1	0
hCoV-19/USA/OH-CDC-LC0609246/2022|EPI_ISL_12656409|2022-05-01|BA.2.9	84	24	60	0	1
hCoV-19/USA/OH-CDC-STM-2YK2Q8V3H/2022|EPI_ISL_12740513|2022-05-05|BA.2.9	85	24	61	0	0
hCoV-19/USA/OH-CDC-STM-W94Z2NB5P/2022|EPI_ISL_12565190|2022-04-24|BA.2.9	89	25	64	0	0
hCoV-19/USA/OH-CDC-QDX35975501/2022|EPI_ISL_12540801|2022-04-15|BA.2.9.2	85	24	61	0	0
hCoV-19/USA/OH-CDC-LC0584941/2022|EPI_ISL_12504194|2022-04-14|BA.2.9.2	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX36065950/2022|EPI_ISL_12595791|2022-04-18|BA.2.9.2	82	21	61	0	0
hCoV-19/USA/OH-CDC-STM-GHXCQCBPS/2022|EPI_ISL_12046409|2022-03-29|BA.2	79	21	58	0	0
hCoV-19/USA/OH-22AM-088CO00043/2022|EPI_ISL_11760832|2022-03-29|BA.2.3	84	22	62	0	0
hCoV-19/USA/OH-CDC-ASC210737383/2022|EPI_ISL_11758807|2022-03-19|BA.2.3	84	22	62	0	0
hCoV-19/USA/OH-22AM-040CO00353/2022|EPI_ISL_10130461|2022-02-09|BA.2.3	83	21	62	0	0
hCoV-19/USA/OH-22AM-038CO01645/2022|EPI_ISL_10130398|2022-02-07|BA.2.3	82	21	61	0	0
hCoV-19/USA/OH-CDC-STM-BEVR8MTYZ/2022|EPI_ISL_12863939|2022-05-08|BA.2.3	81	20	61	0	0
hCoV-19/USA/OH-CDC-STM-VET4GNGDF/2022|EPI_ISL_12864465|2022-05-10|BA.2.3	81	20	61	0	0
hCoV-19/USA/OH-CDC-STM-AW7VESKJ7/2022|EPI_ISL_12863844|2022-05-08|BA.2.3	81	20	61	0	0
hCoV-19/USA/OH-CDC-STM-A3Z8QE9FQ/2022|EPI_ISL_12863993|2022-05-08|BA.2.3	81	20	61	0	0
hCoV-19/USA/OH-CDC-QDX36112176/2022|EPI_ISL_12596520|2022-04-19|BA.2.3.2	85	22	63	0	0
hCoV-19/USA/OH-CDC-ASC210824284/2022|EPI_ISL_10780629|2022-02-23|BA.2.3	83	22	61	0	0
hCoV-19/USA/OH-CDC-STM-EPTWC24A9/2022|EPI_ISL_12711754|2022-05-02|BA.2.3	82	20	62	0	0
hCoV-19/USA/OH-CDC-QDX35869425/2022|EPI_ISL_12331506|2022-04-12|BA.2.3.4	84	22	62	0	0
hCoV-19/USA/OH-CDC-ASC210849437/2022|EPI_ISL_12051440|2022-03-30|BA.2.3.4	87	23	64	0	0
hCoV-19/USA/OH-CDC-LC0580721/2022|EPI_ISL_12303478|2022-04-12|BA.2.3.4	85	24	61	0	0
hCoV-19/USA/OH-CDC-LC0580722/2022|EPI_ISL_12303485|2022-04-12|BA.2.3.4	85	24	61	0	0
hCoV-19/USA/OH-22AM-118CO00076/2022|EPI_ISL_12591404|2022-04-28|BA.2.3.4	85	22	62	0	0
hCoV-19/USA/OH-22AM-105CO00161/2022|EPI_ISL_12257215|2022-04-15|BA.2.3.4	86	24	62	0	0
hCoV-19/USA/OH-CDC-QDX35575542/2022|EPI_ISL_12182269|2022-04-04|BA.2.3.4	83	22	61	0	0
hCoV-19/USA/OH-CDC-QDX36406794/2022|EPI_ISL_12719456|2022-04-26|BA.2.3.4	83	22	61	0	0
hCoV-19/USA/OH-CDC-QDX35825100/2022|EPI_ISL_12330856|2022-04-10|BA.2.12	83	22	61	0	0
hCoV-19/USA/OH-CDC-QDX35734929/2022|EPI_ISL_12330302|2022-04-07|BA.2.12	86	23	63	0	0
hCoV-19/USA/OH-CDC-QDX35734923/2022|EPI_ISL_12330307|2022-04-07|BA.2.12	85	23	62	0	0
hCoV-19/USA/OH-CDC-ASC210846364/2022|EPI_ISL_11703887|2022-03-20|BA.2.12	82	22	60	0	0
hCoV-19/USA/OH-CDC-ASC210737284/2022|EPI_ISL_11758948|2022-03-21|BA.2.12	82	22	60	0	0
hCoV-19/USA/OH-CDC-QDX35869447/2022|EPI_ISL_12331644|2022-04-12|BA.2.12	82	21	61	0	0
hCoV-19/USA/OH-CDC-MMB15098393/2022|EPI_ISL_12502393|2022-04-25|BA.2.12.1	87	24	63	0	0
hCoV-19/USA/OH-GD-051222-287/2022|EPI_ISL_12759720|2022-05-07|BA.2.12.1	86	25	61	0	0
hCoV-19/USA/OH-CDC-STM-BCVFJ9YAX/2022|EPI_ISL_12740582|2022-05-05|BA.2.12.1	89	26	63	0	0
hCoV-19/USA/OH-CDC-MMB15074935/2022|EPI_ISL_12501758|2022-04-21|BA.2.12.1	90	27	63	1	0
hCoV-19/USA/OH-CDC-STM-2FJHA98CG/2022|EPI_ISL_12712263|2022-05-03|BA.2.12.1	88	25	63	0	0
hCoV-19/USA/OH-CDC-ASC210737183/2022|EPI_ISL_11703771|2022-03-19|BA.2.12.1	87	24	63	0	0
hCoV-19/USA/OH-CDC-STM-G62V8VHCK/2022|EPI_ISL_12508151|2022-04-19|BA.2.12.1	87	25	62	0	0
hCoV-19/USA/OH-GD-051222-35/2022|EPI_ISL_12759696|2022-04-27|BA.2.12.1	87	24	63	0	0
hCoV-19/USA/OH-CDC-STM-FVKZZASAM/2022|EPI_ISL_12638263|2022-04-27|BA.2.12.1	91	28	63	0	0
hCoV-19/USA/OH-CDC-LC0608202/2022|EPI_ISL_12654995|2022-04-29|BA.2.12.1	86	24	62	0	0
hCoV-19/USA/OH-CDC-ASC210820949/2022|EPI_ISL_10602616|2022-02-18|BA.2.12	81	21	60	0	0
hCoV-19/USA/OH-CDC-ASC210737935/2022|EPI_ISL_11759080|2022-03-22|BA.2.12	81	21	60	0	0
hCoV-19/USA/OH-CDC-ASC210735616/2022|EPI_ISL_11570465|2022-03-15|BA.2.12	81	21	60	0	0
hCoV-19/USA/OH-CDC-ASC210757859/2022|EPI_ISL_11178743|2022-03-08|BA.2.12	81	21	60	0	0
hCoV-19/USA/OH-CDC-QDX34247020/2022|EPI_ISL_11083775|2022-02-25|XS	64	13	51	0	0
hCoV-19/USA/OH-CDC-MMB14658183/2022|EPI_ISL_10998663|2022-03-07|XS	64	13	51	0	0
hCoV-19/USA/OH-CDC-QDX34246915/2022|EPI_ISL_11081491|2022-02-23|XS	64	13	51	0	0
hCoV-19/USA/OH-CDC-ASC210751959/2022|EPI_ISL_10871488|2022-02-24|XS	70	18	52	0	0
hCoV-19/USA/OH-CDC-QDX34496879/2022|EPI_ISL_11252507|2022-03-01|XS	69	16	53	0	0
hCoV-19/USA/OH-CDC-QDX34496783/2022|EPI_ISL_11252419|2022-02-28|XS	67	16	51	0	0
hCoV-19/USA/OH-CDC-MMB14947252/2022|EPI_ISL_12497932|2022-04-06|BA.1.1.1	56	8	47	0	0
hCoV-19/USA/OH-22AM-010CO01887/2022|EPI_ISL_9034368|2022-01-10|BA.1.1.1	52	9	43	0	0
hCoV-19/deer/USA/NY-PSU-103/2022|EPI_ISL_9428788|2022-01-06|BA.1.1	52	9	43	0	0
hCoV-19/USA/OH-CDC-QDX34496319/2022|EPI_ISL_11252489|2022-02-28|BA.1.1.13	56	11	45	0	0
hCoV-19/USA/OH-22AM-006CO00754/2022|EPI_ISL_8817037|2022-01-06|BA.1.1.11	54	11	43	0	0
hCoV-19/USA/OH-CDC-2-5839409/2022|EPI_ISL_12212718|2022-02-11|BA.1.1.18	58	10	48	0	0
hCoV-19/USA/OH-CDC-ASC210732687/2022|EPI_ISL_11191185|2022-03-06|BA.1.1.18	55	10	45	0	0
hCoV-19/USA/OH-CDC-STM-VK4P2T4P9/2022|EPI_ISL_9374356|2022-01-16|BA.1.1.18	54	9	45	0	0
hCoV-19/USA/OH-CDC-ASC210635425/2021|EPI_ISL_8308089|2021-12-18|BA.1.1.14	57	9	48	0	0
hCoV-19/USA/OH-CDC-ASC210636133/2021|EPI_ISL_8352325|2021-12-20|BA.1.1.18	54	9	45	0	0
hCoV-19/USA/OH-CDC-STM-UE8YZPHP2/2022|EPI_ISL_9087814|2022-01-11|BA.1.1.18	54	9	45	0	1
hCoV-19/USA/OH-CDC-2-5904075/2022|EPI_ISL_12507632|2022-03-31|BA.1.1.18	55	10	45	0	0
hCoV-19/USA/OH-CDC-STM-9XEERMHV2/2022|EPI_ISL_9374099|2022-01-15|BA.1.1.18	55	9	46	0	0
hCoV-19/USA/OH-CDC-FG-279516/2022|EPI_ISL_10567823|2022-02-15|BA.1.1.18	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-W6DG4UGZJ/2021|EPI_ISL_8550239|2021-12-28|BA.1.1.18	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-488JH56PE/2021|EPI_ISL_8182253|2021-12-15|BA.1.1.18	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-YDZ9MQQ4B/2022|EPI_ISL_9931557|2022-01-22|BA.1.1	56	12	44	0	0
hCoV-19/USA/OH-CDC-STM-U2FAXSD3D/2022|EPI_ISL_9576913|2022-01-19|BA.1.1	54	11	43	0	0
hCoV-19/USA/OH-CDC-ASC210591031/2022|EPI_ISL_9486244|2022-01-12|BA.1	58	10	48	0	0
hCoV-19/USA/OH-CDC-ASC210566338/2022|EPI_ISL_9330510|2022-01-02|BA.1	57	10	47	0	0
hCoV-19/USA/OH-CDC-STM-FQ2WVM9G2/2022|EPI_ISL_9043939|2022-01-08|BA.1.1	53	10	43	0	0
hCoV-19/USA/OH-CDC-STM-XTQ7ZPYP3/2022|EPI_ISL_11756488|2022-03-19|BA.1.1	55	11	44	0	0
hCoV-19/USA/OH-CDC-STM-JF9BTD34D/2022|EPI_ISL_9042599|2022-01-02|BA.1.1	53	11	42	0	0
hCoV-19/USA/OH-CDC-STM-Q44W8ZV7N/2022|EPI_ISL_9931980|2022-01-24|BA.1.1	53	10	43	0	0
hCoV-19/USA/OH-CDC-QDX34074298/2022|EPI_ISL_10791680|2022-02-19|BA.1.1.16	55	10	45	0	0
hCoV-19/USA/OH-CDC-QDX33832399/2022|EPI_ISL_10623935|2022-02-08|BA.1.1.16	56	11	45	0	0
hCoV-19/USA/OH-CDC-QDX33832396/2022|EPI_ISL_10382938|2022-02-08|BA.1.1.16	55	10	45	0	0
hCoV-19/USA/OH-CDC-ASC210588486/2022|EPI_ISL_9331831|2022-01-06|BA.1.1.16	54	11	43	0	0
hCoV-19/USA/OH-22AM-090CO01150/2022|EPI_ISL_12257264|2022-03-31|BA.1.1.16	55	10	45	0	0
hCoV-19/USA/OH-CDC-QDX36065901/2022|EPI_ISL_12568649|2022-04-18|BA.1.1.16	55	10	45	0	0
hCoV-19/USA/OH-22AM-103CO00942/2022|EPI_ISL_12257263|2022-04-13|BA.1.1.16	54	10	44	0	0
hCoV-19/USA/OH-21AM-348CO00901/2021|EPI_ISL_7877455|2021-12-14|BA.1.1.16	53	10	43	0	0
hCoV-19/USA/OH-22AM-006CO00101/2022|EPI_ISL_8817008|2022-01-06|BA.1.1.16	53	10	43	0	0
hCoV-19/USA/OH-CDC-STM-Q2G2TW8K2/2022|EPI_ISL_10698583|2022-02-17|BA.1.1	52	10	42	0	0
hCoV-19/USA/OH-CDC-STM-Q4EV4MRZR/2021|EPI_ISL_8623845|2021-12-29|BA.1.1	52	10	42	0	0
hCoV-19/USA/OH-CDC-STM-QBFS58SZ2/2022|EPI_ISL_9946088|2022-01-16|BA.1.1	52	10	42	0	0
hCoV-19/USA/OH-CDC-STM-28SHYNPCM/2021|EPI_ISL_8548129|2021-12-26|BA.1.1	52	10	42	0	0
hCoV-19/USA/OH-CDC-QDX33832603/2022|EPI_ISL_10430589|2022-02-10|BA.1.1.8	53	10	43	0	0
hCoV-19/USA/OH-CDC-MMB14286622/2022|EPI_ISL_10428420|2022-02-10|BA.1.1.8	52	9	43	0	0
hCoV-19/USA/OH-CDC-MMB14286662/2022|EPI_ISL_10322657|2022-02-10|BA.1.1.8	52	9	43	0	0
hCoV-19/USA/OH-CDC-MMB14286624/2022|EPI_ISL_10322659|2022-02-10|BA.1.1.8	52	9	43	0	0
hCoV-19/USA/OH-CDC-MMB14624265/2022|EPI_ISL_10998361|2022-03-04|BA.1.1.14	53	9	44	0	0
hCoV-19/USA/OH-CDC-LC0546317/2022|EPI_ISL_10563848|2022-02-18|BA.1.1.14	56	10	46	0	0
hCoV-19/USA/OH-CDC-LC0540122/2022|EPI_ISL_10325554|2022-02-10|BA.1.1.14	56	10	46	0	0
hCoV-19/USA/OH-USAFSAM-S10474/2021|EPI_ISL_8976390|2021-12-29|BA.1.1.14	55	12	43	0	0
hCoV-19/USA/OH-22AM-054CO01305/2022|EPI_ISL_11001287|2022-02-23|BA.1.1.14	59	14	45	0	0
hCoV-19/USA/OH-CDC-LC0499149/2022|EPI_ISL_9465629|2022-01-13|BA.1.1.14	56	12	44	0	0
hCoV-19/USA/OH-CDC-ASC210584689/2022|EPI_ISL_9526755|2022-01-12|BA.1.1.10	53	9	44	0	0
hCoV-19/USA/OH-CDC-ASC210650020/2022|EPI_ISL_9982032|2022-02-02|BA.1.1.10	56	11	45	0	0
hCoV-19/USA/OH-22AM-010CO03101/2022|EPI_ISL_9034419|2022-01-11|BA.1.1.10	53	10	43	0	0
hCoV-19/USA/OH-CDC-LC0563308/2022|EPI_ISL_11352277|2022-03-11|BA.1.1.10	57	9	48	0	0
hCoV-19/USA/OH-CDC-QDX33353916/2022|EPI_ISL_9947963|2022-01-27|BA.1.1.10	55	10	45	0	0
hCoV-19/USA/OH-22AM-027CO01395/2022|EPI_ISL_9615726|2022-01-28|BA.1.1.10	55	11	44	0	0
hCoV-19/USA/OH-GD-122821-318/2021|EPI_ISL_8255797|2021-12-26|BA.1.1.10	57	10	47	0	0
hCoV-19/USA/OH-CDC-ASC210637192/2021|EPI_ISL_8394539|2021-12-21|BA.1.1.2	53	9	44	0	0
hCoV-19/USA/OH-CDC-MMB14118690/2022|EPI_ISL_10379464|2022-01-31|BA.1.1.2	53	9	44	0	0
hCoV-19/USA/OH-CDC-MMB14556112/2022|EPI_ISL_11240172|2022-02-27|BA.1.1.2	55	10	45	0	0
hCoV-19/USA/OH-CDC-MMB14610899/2022|EPI_ISL_11409019|2022-03-08|BA.1.1.2	55	10	45	0	0
hCoV-19/USA/OH-22AM-003CO01059/2022|EPI_ISL_8628731|2022-01-03|BA.1.1.2	53	9	44	0	0
hCoV-19/USA/OH-22AM-032CO00337/2022|EPI_ISL_9860591|2022-02-01|BA.1.1.2	54	10	44	0	0
hCoV-19/USA/OH-22AM-035CO00505/2022|EPI_ISL_10130338|2022-02-04|BA.1.1.2	54	10	44	0	0
hCoV-19/USA/OH-CDC-ASC210569206/2021|EPI_ISL_8555098|2021-12-27|BA.1.1.2	52	9	43	0	0
hCoV-19/USA/OH-CDC-MMB12563211/2021|EPI_ISL_9326210|2021-12-29|BA.1.19	50	8	42	0	0
hCoV-19/USA/OH-CDC-ASC210638710/2021|EPI_ISL_8425612|2021-12-22|BA.1.20	52	9	43	0	0
hCoV-19/USA/OH-CDC-2-5561131/2022|EPI_ISL_10497738|2022-01-17|BA.1.20	53	9	44	0	0
hCoV-19/USA/OH-CDC-ASC210697949/2022|EPI_ISL_10274085|2022-02-08|BA.1.20	53	9	44	0	0
hCoV-19/USA/OH-CDC-ASC210600946/2022|EPI_ISL_9528809|2022-01-17|BA.1.20	54	11	43	0	0
hCoV-19/USA/OH-CDC-ASC210574218/2021|EPI_ISL_8815032|2021-12-28|BA.1.20	52	9	43	0	0
hCoV-19/USA/OH-CDC-2-5629680/2022|EPI_ISL_10775239|2022-01-22|BA.1.20	53	9	44	0	0
hCoV-19/USA/OH-CDC-ASC210628926/2021|EPI_ISL_8265933|2021-12-17|BA.1.20	51	9	42	0	0
